age_actual,proxy_age,proxy_age_status,prob_female,prob_male,prob_female_age,prob_male_age,proxy_gender,proxy_gender_status,proxy_gender_method,gender_threshold,bisgAian,bisgApi,bisgBlack,bisgHispanic,bisgMulti,bisgWhite,prob_minority,proxy_minority,proxy_race,proxy_race_method,race_threshold,proxy_race_status
20.0,<62,Unprotected,0.01842261618010727,0.9815773838198928,0.00771158665895508,0.9922884133410448,Male,Unprotected,firstname_age,0.8,0.0015114201935726974,0.003940144801975415,0.061284724671610946,0.006807754102364425,0.006935045144045326,0.9195209110864311,0.08047908891356881,low,White,bisg,0.0,Unprotected
29.0,<62,Unprotected,0.996690753852853,0.003309246147146992,0.995929007606328,0.004070992393672107,Female,Protected,firstname_age,0.8,0.002540503597197316,0.0021183300330231787,0.012248615308258787,0.008133128198220015,0.004587956856726215,0.9703714660065746,0.029628533993425514,low,White,bisg,0.0,Unprotected
50.0,<62,Unprotected,0.004969407400687451,0.9950305925993126,0.0069124423963133645,0.9930875576036866,Male,Unprotected,firstname_age,0.8,,,,,,,0.0,low,Unknown,bisg,0.0,Unknown
37.0,<62,Unprotected,0.006795089736860659,0.9932049102631394,0.00923134890730972,0.9907686510926904,Male,Unprotected,firstname_age,0.8,0.005508556431115846,0.00012111517639025267,0.2806143630366774,0.0025774243245421428,0.0070345084780142324,0.7041440325532601,0.2958559674467399,low,White,bisg,0.0,Unprotected
25.0,<62,Unprotected,0.004538935960346996,0.995461064039653,0.0024498652574108425,0.9975501347425892,Male,Unprotected,firstname_age,0.8,0.0014164600100746638,0.005517054280975705,0.07779306676799533,0.006268872592575259,0.010784735066561631,0.8982198112818175,0.10178018871818259,low,White,bisg,0.0,Unprotected
47.0,<62,Unprotected,0.9970853670883189,0.0029146329116812053,0.9962412158849484,0.003758784115051479,Female,Protected,firstname_age,0.8,0.003566550894291311,0.006312600430007892,0.6515444328449976,0.03144769622650425,0.009925358506086788,0.29720336109811224,0.7027966389018878,low,Black,bisg,0.0,Protected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
55.0,<62,Unprotected,0.9888278542043968,0.011172145795603104,0.9971049682480388,0.00289503175196115,Female,Protected,firstname_age,0.8,0.0051436154831431685,0.0025564665102910207,0.31646324142238286,0.02220690148868849,0.011156472715431501,0.642473302380063,0.35752669761993705,low,White,bisg,0.0,Unprotected
44.0,<62,Unprotected,0.9966542124614728,0.0033457875385271003,0.9972117832464541,0.002788216753545884,Female,Protected,firstname_age,0.8,0.0005357774085546989,0.0017281571476836434,0.7565631228673997,0.014350431504621522,0.014964998651856307,0.2118575124198842,0.7881424875801158,low,Black,bisg,0.0,Protected
42.0,<62,Unprotected,1.0,0.0,1.0,0.0,Female,Protected,firstname_age,0.8,0.0014428203089253645,0.008320948070726215,0.014427999337082813,0.9472667848529823,0.0037647747853448267,0.024776672644938557,0.9752233273550616,high,Hispanic,bisg,0.0,Protected
36.0,<62,Unprotected,0.004428325251472769,0.9955716747485271,0.006145119357125975,0.993854880642874,Male,Unprotected,firstname_age,0.8,0.0011327728448716381,0.0011160682387185263,0.0015744978791457696,0.003845370231250212,0.007359642343793889,0.9849716484622199,0.015028351537780035,low,White,bisg,0.0,Unprotected
55.0,<62,Unprotected,0.9857106159718312,0.014289384028168794,0.9793014230271668,0.02069857697283312,Female,Protected,firstname_age,0.8,0.0,0.023515930724986103,0.0015923914206228808,0.9663816032718677,0.00034117010065556034,0.008168904481867897,0.9918310955181323,high,Hispanic,bisg,0.0,Protected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
25.0,<62,Unprotected,0.003975827657169774,0.9960241723428302,0.003989361702127659,0.9960106382978724,Male,Unprotected,firstname_age,0.8,0.0040734273478918856,0.00012872024028818304,0.09851694968871748,0.0021122308515038766,0.004942611661147463,0.8902260602104511,0.10977393978954889,low,White,bisg,0.0,Unprotected
41.0,<62,Unprotected,1.0,0.0,1.0,0.0,Female,Protected,firstname_age,0.8,0.004004783602099216,0.0005231203997493545,0.008703386032631866,0.004620998465557638,0.008581371583014578,0.9735663399169473,0.026433660083052653,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
56.0,<62,Unprotected,0.003975827657169774,0.9960241723428302,0.00437049128534569,0.9956295087146544,Male,Unprotected,firstname_age,0.8,0.012355114406933081,0.03495434045098017,0.1480012226333346,0.04470988247231378,0.034174316832260264,0.7258051232041781,0.2741948767958219,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
35.0,<62,Unprotected,0.004967659633568804,0.9950323403664312,0.0057790884081778075,0.9942209115918222,Male,Unprotected,firstname_age,0.8,0.0007592495458718172,0.001292652296999354,0.00015831044672244974,0.002049038753538415,0.003148726664556678,0.9925920222923114,0.0074079777076887145,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
50.0,<62,Unprotected,0.007000616634625848,0.9929993833653742,0.03448275862068965,0.9655172413793104,Male,Unprotected,firstname_age,0.8,0.0016636635160488316,0.0012547258031312763,0.0021704828661351628,0.005945189542925156,0.0040307778173812895,0.9849351604543782,0.015064839545621718,low,White,bisg,0.0,Unprotected
20.0,<62,Unprotected,0.0037062756523082853,0.9962937243476916,0.0013176251743915672,0.9986823748256084,Male,Unprotected,firstname_age,0.8,0.001197858777307915,0.0009720109096156232,0.8347691677431962,0.02605697420465304,0.0036163881647139503,0.13338760020051332,0.8666123997994868,high,Black,bisg,0.0,Protected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
47.0,<62,Unprotected,0.00419090337515423,0.9958090966248456,0.005710876235935902,0.994289123764064,Male,Unprotected,firstname_age,0.8,0.00972779895379465,0.08267228670511534,0.007219051276961762,0.005658621393481318,0.015943951555427504,0.8787782901152196,0.12122170988478058,low,White,bisg,0.0,Unprotected
43.0,<62,Unprotected,0.0048678826231802474,0.9951321173768196,0.006486486486486486,0.9935135135135136,Male,Unprotected,firstname_age,0.8,0.003095589361922062,0.0010855089347803957,0.0007533363460920624,0.013239836513692892,0.006584343926716905,0.9752413849167957,0.024758615083204316,low,White,bisg,0.0,Unprotected
21.0,<62,Unprotected,0.009204719135855471,0.9907952808641444,0.007299270072992701,0.9927007299270072,Male,Unprotected,firstname_age,0.8,0.003431615998077175,0.03005149267631629,0.0073923247136212485,0.9450761479736804,0.001701125691625179,0.01234729294667954,0.9876527070533203,high,Hispanic,bisg,0.0,Protected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
27.0,<62,Unprotected,0.002296614520007565,0.9977033854799924,0.0,1.0,Male,Unprotected,firstname_age,0.8,5.20731291828212e-05,3.0316103084260423e-05,6.217078902695352e-05,0.9981115814320958,0.0006140905176864622,0.0011297680289239634,0.9988702319710763,high,Hispanic,bisg,0.0,Protected
22.0,<62,Unprotected,0.18933823529411764,0.8106617647058824,0.3,0.7,Unknown,Unknown,firstname_age,0.8,0.0033603551602808404,0.007082684262116434,0.0,0.003939440649941174,0.005425116817867987,0.9801924031097935,0.019807596890206433,low,White,bisg,0.0,Unprotected
18.0,<62,Unprotected,0.8972230174634984,0.10277698253650157,0.8937093275488069,0.10629067245119306,Female,Protected,firstname_age,0.8,0.0032759708699319507,0.00024124003511516247,0.0487401459223027,0.0031865116813606926,0.008475266409032694,0.9360808650822567,0.0639191349177432,low,White,bisg,0.0,Unprotected
36.0,<62,Unprotected,0.996690753852853,0.003309246147146992,0.9963984569692418,0.0036015430307582016,Female,Protected,firstname_age,0.8,0.00097614364325686,0.0009044768971351668,0.016190271509283698,0.00868199341088244,0.003717251364474797,0.9695298631749671,0.03047013682503296,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
26.0,<62,Unprotected,0.004600095890336978,0.9953999041096632,0.005340539844931313,0.9946594601550688,Male,Unprotected,firstname_age,0.8,0.0010467587630740626,0.017795727544298933,0.006344237017658027,0.9617381192472504,0.0015616957776321114,0.01151346165008651,0.9884865383499135,high,Hispanic,bisg,0.0,Protected
59.0,<62,Unprotected,0.0037302601546305453,0.9962697398453696,0.002769556025369979,0.99723044397463,Male,Unprotected,firstname_age,0.8,0.006380318991100506,0.0009140610864722175,0.8170459743539369,0.007676952740967568,0.00657493564602853,0.16140775718149444,0.8385922428185058,high,Black,bisg,0.0,Protected
21.0,<62,Unprotected,0.004561060038588129,0.995438939961412,0.002014294996751137,0.9979857050032488,Male,Unprotected,firstname_age,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,White,bisg,0.0,Unprotected
38.0,<62,Unprotected,0.009004981479116107,0.9909950185208841,0.029166666666666667,0.9708333333333332,Male,Unprotected,firstname_age,0.8,0.003504551213091827,0.00031324664491335876,0.021531497287171204,0.017889894730906204,0.005583206663823164,0.9511776034600944,0.048822396539905756,low,White,bisg,0.0,Unprotected
30.0,<62,Unprotected,0.0016656218116556651,0.9983343781883444,0.0031956735496558504,0.9968043264503442,Male,Unprotected,firstname_age,0.8,0.0007396640606055537,0.006967027060606226,0.0003834731615343321,0.007611222252536014,0.0015068433788539206,0.9827917700858638,0.017208229914136047,low,White,bisg,0.0,Unprotected
38.0,<62,Unprotected,0.02492809885076517,0.9750719011492348,0.01878612716763006,0.9812138728323699,Male,Unprotected,firstname_age,0.8,0.0037232940152899575,0.0002031813463521998,7.88326892196088e-05,0.0021834160083980384,0.006518439582706696,0.9872928363580336,0.012707163641966501,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
28.0,<62,Unprotected,1.0,0.0,,,Unknown,Unknown,firstname_age,0.8,,,,,,,0.0,low,Unknown,bisg,0.0,Unknown
30.0,<62,Unprotected,0.029979891343807512,0.9700201086561924,0.02332089552238806,0.976679104477612,Male,Unprotected,firstname_age,0.8,0.003688737217956808,0.00023662499758126822,0.23139770831365372,0.009728520025174868,0.005862122025294808,0.7490862874203386,0.2509137125796615,low,White,bisg,0.0,Unprotected
62.0,62+,Protected,0.9969083134247456,0.0030916865752544623,0.9982758620689656,0.0017241379310344827,Female,Protected,firstname_age,0.8,0.004315679500720731,0.00835860390723471,0.5816031019859934,0.04181540582282736,0.010578746846778264,0.35332846193644546,0.6466715380635545,low,Black,bisg,0.0,Protected
64.0,62+,Protected,0.005168972600085261,0.9948310273999148,0.0046118370484242895,0.9953881629515756,Male,Unprotected,firstname_age,0.8,0.0020595853363854087,0.00032355481118270834,0.1817980842800656,0.0016406710178314189,0.004957374713359276,0.8092207298411757,0.19077927015882443,low,White,bisg,0.0,Unprotected
51.0,<62,Unprotected,0.0,1.0,,,Unknown,Unknown,firstname_age,0.8,0.0016921766381430023,0.09746886124991185,0.0039213202812648715,0.8794031820226473,0.0039606763033327805,0.013553783504700236,0.9864462164952997,high,Hispanic,bisg,0.0,Protected
56.0,<62,Unprotected,0.003673120251359949,0.9963268797486401,0.003767106957226646,0.9962328930427734,Male,Unprotected,firstname_age,0.8,0.003737527239573887,0.002808555974771254,0.47236248507424833,0.006400961114739033,0.00996928565797118,0.5047211849386962,0.49527881506130367,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
39.0,<62,Unprotected,1.0,0.0,1.0,0.0,Female,Protected,firstname_age,0.8,0.0008725514772588368,0.6423150487059301,0.23223928591537296,0.02291495017420859,0.0626750628855694,0.0389831008416601,0.9610168991583399,high,Api,bisg,0.0,Protected
24.0,<62,Unprotected,0.0,1.0,,,Unknown,Unknown,firstname_age,0.8,0.0011599498689325739,0.0007668994000299379,0.0005756756521938099,0.004189047730249866,0.006397524223966871,0.986910903124627,0.013089096875373058,low,White,bisg,0.0,Unprotected
48.0,<62,Unprotected,0.00406723293335131,0.9959327670666488,0.0,1.0,Male,Unprotected,firstname_age,0.8,0.0024993684482644235,0.00042649202027312784,0.0719370346452938,0.008547140309509638,0.005208526011616129,0.9113814385650428,0.08861856143495711,low,White,bisg,0.0,Unprotected
25.0,<62,Unprotected,0.9972118486393876,0.0027881513606125103,0.9972177138882448,0.0027822861117551586,Female,Protected,firstname_age,0.8,0.0005352346926324,0.001692573687442744,0.01343776506353169,0.0018624663942101386,0.006539747787515557,0.9759322123746674,0.02406778762533253,low,White,bisg,0.0,Unprotected
40.0,<62,Unprotected,0.0027744843443240678,0.997225515655676,0.006004460456338995,0.9939955395436608,Male,Unprotected,firstname_age,0.8,0.0036452804136104275,0.002910783005782201,0.12408144300012611,0.015474085667600739,0.010280642928078202,0.8436077649848022,0.1563922350151977,low,White,bisg,0.0,Unprotected
50.0,<62,Unprotected,0.007984644082595785,0.9920153559174042,0.00858704137392662,0.9914129586260734,Male,Unprotected,firstname_age,0.8,0.0024145336378884165,0.001608796094622861,0.006180987635725069,0.00652084619904683,0.004102375644965808,0.9791724607877509,0.02082753921224898,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
34.0,<62,Unprotected,,,,,Unknown,Unknown,firstname_age,0.8,,,,,,,0.0,low,Unknown,bisg,0.0,Unknown
50.0,<62,Unprotected,0.870716042177702,0.12928395782229798,0.934812414308862,0.06518758569113797,Female,Protected,firstname_age,0.8,0.0019991727731184464,0.0002519056402142479,0.036796318836231925,0.0005083999105576468,0.004551856946577008,0.9558923458933007,0.04410765410669927,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
43.0,<62,Unprotected,0.9971010181282584,0.002898981871741636,0.9970969870244116,0.0029030129755883,Female,Protected,firstname_age,0.8,0.005115093578151292,0.0005992840660921458,0.00874697695079011,0.004574167418598845,0.008221732897689597,0.972742745088678,0.02725725491132199,low,White,bisg,0.0,Unprotected
57.0,<62,Unprotected,0.007309750685289127,0.9926902493147108,0.007836990595611285,0.9921630094043888,Male,Unprotected,firstname_age,0.8,0.0007547626044774743,0.032763254247596206,0.009207388052677715,0.9357468344616903,0.002899248095228741,0.018628512538329423,0.9813714874616705,high,Hispanic,bisg,0.0,Protected
56.0,<62,Unprotected,0.004538935960346996,0.995461064039653,0.003747358047743157,0.9962526419522568,Male,Unprotected,firstname_age,0.8,0.0024146863781637517,0.0022235862153302138,0.11200117202026381,0.013540259858032012,0.00977571164153057,0.8600445838866797,0.13995541611332035,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
28.0,<62,Unprotected,0.00635338178251371,0.9936466182174865,0.004748338081671415,0.9952516619183286,Male,Unprotected,firstname_age,0.8,0.0012116830128003587,0.0009832286825036342,0.06194983557346602,0.8967919401870743,0.0,0.039063312544155716,0.9609366874558443,high,Hispanic,bisg,0.0,Protected
56.0,<62,Unprotected,0.004230577409305158,0.9957694225906948,0.0031416244292715623,0.9968583755707284,Male,Unprotected,firstname_age,0.8,0.00312146310894984,0.0014773253267622401,0.0052191859239982125,0.006374999357505312,0.01392550056342646,0.9698815257193578,0.030118474280642064,low,White,bisg,0.0,Unprotected
25.0,<62,Unprotected,0.004967659633568804,0.9950323403664312,0.003075767180859806,0.9969242328191402,Male,Unprotected,firstname_age,0.8,0.004851600092126188,0.0021033542413481203,0.0180097334307168,0.00890731348595777,0.006457327467545985,0.9596706712823051,0.04032932871769486,low,White,bisg,0.0,Unprotected
53.0,<62,Unprotected,0.002938261115831209,0.9970617388841688,0.0,1.0,Male,Unprotected,firstname_age,0.8,0.0011796051261587653,0.005347792232683892,0.005041973164286334,0.9722885316951512,0.001430592751874659,0.014711505029845117,0.9852884949701548,high,Hispanic,bisg,0.0,Protected
38.0,<62,Unprotected,0.004218807920068669,0.9957811920799312,0.00555840602018129,0.9944415939798188,Male,Unprotected,firstname_age,0.8,0.0032474403988742018,0.0005650543488739365,0.5390656270115134,0.0054192545873725335,0.00541892219025153,0.44628370146311436,0.5537162985368856,low,Black,bisg,0.0,Protected
42.0,<62,Unprotected,0.0036696242097372643,0.9963303757902628,0.006201588391018727,0.9937984116089812,Male,Unprotected,firstname_age,0.8,0.0033499950445568475,0.002862997174886004,0.1277582607516423,0.017046456255156456,0.010586157570606396,0.8383961332031521,0.16160386679684802,low,White,bisg,0.0,Unprotected
54.0,<62,Unprotected,0.004538935960346996,0.995461064039653,0.004321509392807481,0.9956784906071924,Male,Unprotected,firstname_age,0.8,0.003917408658497181,0.0008635793328538822,0.324817551455559,0.005213956626119334,0.007684507017908729,0.6575029969090619,0.34249700309093817,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
50.0,<62,Unprotected,0.9956916425798584,0.004308357420141695,0.9930735930735932,0.0069264069264069255,Female,Protected,firstname_age,0.8,0.0021727713809825654,0.001030630957158359,0.0022455242706977845,0.005563402154607903,0.010834694602624489,0.978152976633929,0.0218470233660711,low,White,bisg,0.0,Unprotected
,Unknown,Unknown,,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,,Unknown
